Bored,app/assets/images/bored_home.gif,gif
Hopeless,app/assets/images/hopeless_home.gif,gif
Sad,app/assets/images/sad_home.gif,gif
Frustrated,app/assets/images/frustrated_home.gif,gif
Angry,app/assets/images/angry_home.gif,gif
Seriously,app/assets/images/seriously_home.gif,gif
